Bus_1,Bus_2,Bus_3,Bus_4,Bus_5,Bus_6,Bus_7,Bus_8,Bus_9,Bus_10,Bus_11,Bus_12,Bus_13,Bus_14,label
1.0074507122951686,0.9979260354824322,1.0097153280715103,1.0228454478461204,0.9964876993791499,0.9964879456457623,1.0236881922326109,1.0115115209372936,0.9929578842109757,1.0081384006537895,0.9930487346078131,0.9930140536964461,1.0036294340734906,0.971300796330133,0
0.9793026134143549,0.9967420679634358,0.989983914097034,1.0098900908909796,0.9915560197692322,0.983991825382021,1.0271611124358737,1.0017897363947523,1.0061893039723693,0.9838051581088486,0.9970106400341727,1.0068402197476984,0.9879114772407158,1.0108118511772355,0
1.000990419651218,1.0056245937531008,1.000974400816559,1.037784172767634,1.009797541628931,0.9941343360656615,1.0223381736815478,0.9916873452504347,1.0131329539250713,0.9806049481418033,0.9900772092665235,1.0129529185380368,1.021076998699931,1.0125705242178495,0
1.0124074113879074,1.0096255801898917,0.9919643057682196,1.0033444724978104,1.007232554059334,1.0299989690170148,1.019296409967258,0.98769653329329,1.0190033951646529,1.0083659014174862,1.0039883056191417,1.0233172799563441,1.0296071284611703,1.028111337410474,0
1.0047322452273493,1.0126823224379207,1.0222894595467422,1.0319536849825242,1.0101328945080095,1.0145356234257317,1.0007254834655985,0.9993774087144788,1.0295083954116018,1.0376641085042513,1.016240356251984,1.0323735015440691,1.0227450484514033,1.007643711756612,0
1.0247394506084075,1.042389065022771,1.0187811259391322,1.0427881713629916,0.9800223399644352,1.0316470540914098,1.020624222549354,1.0148334062687934,1.020694928173814,0.989504982806768,1.0160234382082187,1.0246752050984576,1.041486927196904,1.0115444632516768,0
1.0078725959566022,1.0124736443462319,1.033731031765531,1.0249312666448953,1.0120535969434945,1.0276990114967004,1.0214561632402206,1.0345296748579933,1.0094692035918398,1.0150850678010335,1.0141183777030176,0.9980472757780182,1.0244418041559686,1.0239158290826984,0
1.0193952183754182,1.0157997095251543,0.9980879553950253,1.013008836684301,1.01417779877788,1.007284357487457,1.0168992308507914,1.0253792793779994,1.0476113050439393,1.021937183718259,1.023181772386623,1.018201827789289,0.9905369482962958,1.018920808394043,0
1.0182239612248043,1.05,1.014435093603972,1.021843718210693,1.01679983153011,0.9997903375113959,1.0344628502934141,1.0285995035659905,1.0291859872813345,1.0036796962537677,1.0383624227397303,0.9962927421338046,1.0261233644826928,1.05,0
0.9992840907467707,1.0056476696796894,1.0156369061000456,1.0065900008119881,0.990882184157739,1.0151705802458215,0.9982075799178395,1.0212460220832587,1.000350772110224,1.0373911516989942,1.0023933362386874,1.0093112128806458,1.026344893884276,0.9956791708772217,0
1.013411899019062,1.0296071413142365,0.9858877514815816,1.0127695078779846,1.0138982419137264,1.0217273430766596,0.9914457393368288,0.9901931508037358,1.0178291234842534,1.0144547700984978,1.0137573927551882,1.0151967231424546,0.9997996291763227,1.0134838054574151,0
1.0095724680015306,0.9944611096316549,1.0331629985692217,1.0122838747157272,0.9873068284440107,1.0150246850315578,0.9905561558486405,1.016982649958187,1.0225553145871615,0.9928661461267747,1.0196270228407152,1.011368094806098,1.0175072833019678,1.0336282756418596,0
0.996319178259957,0.9886939575346376,0.9866572835556171,0.9877628457255184,0.9988434743587884,1.0051172796222496,1.0041503619899503,1.0124077487355403,1.0001950283781686,1.0218030111573597,0.9960301475014307,1.0408025374988443,1.0093850102164752,0.9871426366537558,0
0.9787602316270329,1.0020607053265973,0.9914716773180619,1.0055336265093309,1.0019221834665528,0.9937311854080965,0.9821217133269236,0.9721009107276616,0.9881258948169442,1.0076696010128017,0.9980350252599026,0.9761375374172697,0.9974213329857173,1.000603379793882,0
0.976742138456983,0.9923058765891829,0.99087313077669,0.9728554455325407,0.9953668104052242,0.9984117678955235,1.0062457686476292,1.0058070307805236,0.9693349594806436,0.9759326244012732,0.9977255290081299,0.9977067892636832,0.9977257152945908,1.0477909723598209,0
0.9944212220366666,1.0028913489789781,1.000167890828667,0.9956287331458561,0.9811288257066639,0.9972424026836681,0.9742654861582055,0.982305585275169,0.9785774111588326,0.987085976467064,1.0205777428763718,0.9578488864873929,0.9961517672318868,0.9616671263084243,0
0.9756005139374697,0.9990137508788217,0.9836436922107432,0.9665133202553716,0.9719499362854117,0.9928734581583314,0.9717239924485542,0.9859263707680409,0.9833630695228684,0.972905486710224,1.014838653264191,0.9921882772590814,0.9523023531244471,0.9854763066458526,0
0.9707546865026928,0.993467983496162,0.9687936723977282,0.9789604368522152,0.9882562926589256,0.9936678113867705,0.9626770373683821,0.9756639649366045,0.9735573038068044,0.970881544985613,1.0071632970784352,0.986756209138633,0.961768224159193,0.9944494126800403,0
1.0118323429551894,0.9954869789082672,0.9572094505106897,0.9727364889070063,0.9990036672377993,0.9693849580157182,0.9866572914221934,0.9916195108014401,0.9660960429263288,0.9791071196590729,0.95,0.9646341853799857,0.9762114777291026,0.9612832522705272,0
1.0051676530331932,0.9592293628048092,0.974080816173764,0.98264259213351,1.0023005828102105,0.9591435512065271,0.998128939756543,0.9808349793895125,0.9659588537084994,0.9876130355881677,0.9836673789078207,0.9716782303168368,0.981728514749069,0.9749017795212923,0
0.98438225210308,0.992611452042127,1.0064697441664916,0.9641122594419085,1.0146749925441552,0.9533981749314737,0.9804027154987776,0.9915042500215799,0.9868943699403367,0.9733389991270024,0.9795576581689521,0.9752844779044287,0.973839020570148,0.9954235233796266,0
0.9912130966657449,0.9754642204473593,0.9993518625077679,0.9904673571894183,0.9980507961588535,0.9953022970051233,0.973422939212438,0.9774551487733145,0.997067268453118,0.995013418357771,0.9855443404668068,0.9876177751259009,1.0050228378130954,0.9769842935437316,0
0.9982064607175506,0.9869671102134916,0.9867347819515917,1.006481652779808,1.0023812452348204,1.0022026445400096,1.009582182107315,0.9903150576244913,1.0002292945694244,0.9853459986510982,0.9948624952873266,0.9880478541844847,0.9914549394748907,0.9989273553815536,0
0.9825503088494475,1.0262094282332315,0.979733358375454,0.9766107899061336,1.0121952822004505,1.0066985595073936,1.0041854163537318,1.0042488017369138,0.9946399175052458,0.9813648035256621,0.9959606874708555,0.984666193425268,1.0094504150992158,0.9926177583754175,0
0.9876175420481124,0.9951792123752051,1.0061939718141344,0.9915441317079404,0.9876666940665035,1.0036553081723787,1.0036744985666308,0.9923958523694331,0.9929344254157252,1.0034807490603646,0.9782787348775401,0.9788880433843516,0.9892233366812134,0.9967982927243223,0
1.0098399943860206,1.0273067241562936,1.0180412752500807,1.002777302952599,1.0048911377835101,0.9901384404324833,1.0048986838621645,1.0008465013182484,1.0100171593071217,0.9927679167487655,1.012966578615668,1.028167464597089,1.0035449786751975,1.0112020567335345,0
1.0203521598756666,1.0039816929217125,1.0133613872271563,1.010188886011727,1.0114651414782325,0.998404853242168,1.010367652613884,1.0174699743686817,1.0317671541169255,1.0243890623912781,1.0422977368626734,0.9984897865566793,1.0230848095508103,1.0127501300860753,0
1.0469891796219961,1.0020176613434038,1.0015463079910194,1.0051512459420706,0.9822836997590839,1.0062558102985195,1.0027551457004256,1.016398042420874,1.0192684752603884,1.0422846982119693,1.0283984931965218,1.005488580788795,1.0006659155535056,1.0215209231963287,0
0.9975170099703792,1.044792389563504,1.0350121098865082,1.0102828732941183,0.9916234901393257,1.03762859368817,1.0156024103968997,1.0358877527552908,0.9934040931937733,1.0083298827313822,1.0173991635714617,1.01802521698216,1.0105695260035001,1.0266632570609013,0
